date_time,device_id,factor1,factor2,factor3,factor4,factor5,factor6,factor7,fault_name,fault_class
22-07-2018 12:55,1,31.9,52.63431168,51,639.4,172.5,27.10700035,0.810951829,Inverter Status Alarm,no
27-07-2018 06:55,1,31.7,52.2430191,51.8,639.6,170.3333333,27.51799965,1.562196016,Inverter Status Alarm,no
27-07-2018 07:25,1,33.2,52.70639038,54.8,630,169.7666667,27.5890007,0.681150794,Inverter Status Alarm,no
02-08-2018 18:25,1,30.9,54.59592819,51.9,624.2,173.3666667,33.02700043,0.91770798,Inverter Status Alarm,no
05-08-2018 06:40,1,32.5,58.4779892,52.1,639,172.2333333,27.24799919,0.680053413,Inverter Status Alarm,no
06-08-2018 07:10,1,28.9,53.24185181,48.1,632.5,172.5333333,26.79599953,0.676470995,Inverter Status Alarm,no
07-08-2018 06:55,1,31.5,54.99237061,51.3,639.3,170.3333333,25.59600067,1.130697012,Inverter Status Alarm,no
07-08-2018 07:25,1,34.8,58.4316597,55.5,640.2,170.4,25.80699921,1.82744801,Inverter Status Alarm,no
07-08-2018 08:55,1,30.3,52.89688873,49.7,632.9,170.3666667,26.70700073,1.27978301,Inverter Status Alarm,no
07-08-2018 09:25,1,34.1,55.38882065,55.6,638,171.3666667,26.52599907,1.215965986,Inverter Status Alarm,no
09-08-2018 12:50,1,176.6,354.1270142,272.1,666.4,172.5666667,33.67699814,0.817174911,Message Fault 5,no
09-08-2018 14:35,1,260.8,427.0622864,428.3,618.1,171.2666667,35.47200012,1.128707051,Message Fault 5,no
09-08-2018 18:15,1,35.8,58.75085831,54.9,652.3,174.6333333,31.17000008,0.71239388,Message Fault 5,no
13-08-2018 18:25,1,0,50.1475296,1.6,777.3,175.9666667,31.30999947,0.680499375,Inverter Status Alarm,yes
17-08-2018 06:40,1,0,58.72512817,0.3,795,173.1666667,27.8579998,0.677426815,Inverter Status Alarm,yes
18-08-2018 06:40,1,29.6,53.54047012,47.5,642.1,171.9,27.05800056,0.677037418,Inverter Status Alarm,no
24-08-2018 13:50,1,484.7,859.932312,817,612.5,172.8666667,34.69599915,2.205481052,Message Fault 5,no
26-08-2018 14:20,1,460.7,818.7741699,745.6,629.7,170.0333333,34.12599945,1.541056037,Message Fault 3,no
30-08-2018 18:10,1,29.1,50.18357086,46.3,634.3,169.9333333,34.17499924,0.685738385,Inverter Status Alarm,no
31-08-2018 14:25,1,275.1,432.4992981,417.8,674.5,171.8666667,33.4679985,1.008463979,Message Fault 3,no
31-08-2018 18:10,1,33.6,56.74290085,51.2,659.3,172.2,32.98799896,0.685632288,Inverter Status Alarm,no
04-09-2018 11:50,1,251,398.6213989,384.8,663,170.7333333,32.70700073,1.173557997,Message Fault 5,no
06-09-2018 14:30,1,336.1,563.5728149,518.2,656.5,169.7333333,35.27299881,0.690772176,Inverter Status Alarm,no
12-09-2018 11:30,1,496.2,864.3859253,801.1,630,171.1,33.26699829,1.842790008,Message Fault 5,no
12-09-2018 11:35,1,491.8,865.4567871,806.3,627,170.4666667,33.07799911,1.934388041,Message Fault 5,no
13-09-2018 08:40,1,249.9,408.928894,369.8,686.1,175.4666667,28.54100037,1.396988988,Message Fault 5,no
15-09-2018 17:55,1,30.3,54.94089127,48.8,636.1,172.8666667,30.96999931,0.680818021,Inverter Status Alarm,no
25-09-2018 07:25,1,31.9,51.14635849,48.5,674.5,173.4,21.6760006,0.673065722,Inverter Status Alarm,no
26-09-2018 15:50,1,293.9,501.6296997,448.8,671,172.8,31.48999977,0.803248882,Message Fault 5,no
26-09-2018 17:40,1,33.2,66.24210358,50,681,171.4666667,29.85000038,0.684428692,Inverter Status Alarm,no
04-10-2018 07:00,1,31,64.29077911,48.8,650.6,172.0666667,22.19799995,0.674863875,Inverter Status Alarm,no
05-10-2018 14:50,1,425.9,733.590271,669.5,651,172.5333333,33.82600021,1.045364022,Message Fault 5,no
06-10-2018 07:00,1,31.4,66.90112305,48.2,669.1,169.6333333,18.7140007,0.675324082,Inverter Status Alarm,no
07-10-2018 07:00,1,23.9,52.19667816,39.2,654.5,169.7,18.40399933,0.674991429,Inverter Status Alarm,no
08-10-2018 17:30,1,25.2,50.41526031,41.1,637.7,172.4666667,28.56999969,0.951875091,Inverter Status Alarm,no
09-10-2018 12:55,1,468.1,848.2036743,755.1,637,173.7666667,31.80999947,1.525020003,Message Fault 5,no
11-10-2018 12:00,1,461.3,847.3079224,723.9,664.8,173.0666667,27.84799957,2.183475971,Message Fault 5,no
11-10-2018 13:55,1,0,729.2037964,1.4,854.6,176.0333333,28.13800049,3.460664988,Message Fault 5,yes
11-10-2018 14:00,1,0,712.6920776,0.3,854,175.8,28.11800003,4.866146088,Message Fault 4,yes
11-10-2018 14:05,1,0,685.1881714,0.4,855.4,175.6666667,27.71999931,4.367281914,Message Fault 4,yes
11-10-2018 14:20,1,49.8,677.6351929,82.1,617.9,173.7,27.71999931,3.887243986,Message Fault 6,no
12-10-2018 07:00,1,26,51.3832016,39.3,685,171.5,15.45800018,0.668909788,Inverter Status Alarm,no
13-10-2018 14:20,1,447.3,798.0717163,696.7,651.6,171.2,30.5,0.870252073,Message Fault 5,no
14-10-2018 07:00,1,24.4,52.59312057,37.7,656.7,174.1,15.89999962,0.674283385,Inverter Status Alarm,no
21-10-2018 07:00,1,17.9,66.78785706,28.6,675.6,173.7,12.88199997,0.671989501,Inverter Status Alarm,no
24-10-2018 11:10,1,445,868.9475098,698.8,651.6,170.8333333,31.01000023,1.309092999,Message Fault 4,no
27-10-2018 09:25,1,83.4,458.855011,142.4,600,169,23.80200005,0.679833889,Message Fault 6,no
30-10-2018 08:35,1,0,177.4212952,0.5,285.9,169.7666667,18.5739994,0.677101076,Invertrer DC Status,yes
06-11-2018 07:30,1,0,138.9714966,0.5,883.2,172.1333333,9.618000031,0.669348717,Inverter Status Alarm,yes
06-11-2018 07:35,1,0.1,160.8890991,1.1,654.2,171.8333333,10.12199974,0.666460216,Message Fault 3,yes
06-11-2018 07:40,1,7.5,186.9617004,11.6,678.8,170.7,10.50500011,0.666885018,Inverter Status Alarm,no
06-11-2018 16:45,1,28.4,70.53604889,45.4,639.2,171.8666667,24.29199982,0.677794874,Inverter Status Alarm,no
07-11-2018 07:15,1,0,73.83631134,0.5,857,173.0333333,8.479000092,0.664237082,Inverter Status Alarm,yes
07-11-2018 07:30,1,0,140.2431946,1.2,880.2,173,9.758999825,0.665943384,Inverter Status Alarm,yes
07-11-2018 07:45,1,2.4,205.1208954,3.9,557.8,171.4,11.19999981,0.671890378,Inverter Status Alarm,no
09-11-2018 07:45,1,26.5,58.90533066,40.7,663.3,171.8666667,10.88799953,0.670240819,Inverter Status Alarm,no
10-11-2018 07:45,1,23.7,50.36891937,38.4,660.4,167.4666667,10.78600025,0.670389473,Inverter Status Alarm,no
13-11-2018 08:00,1,30.4,64.42463684,45.4,677.2,170.9333333,14.65400028,0.669964671,Inverter Status Alarm,no
14-11-2018 07:45,1,33.2,66.06704712,50,678.4,170.3666667,13.35599995,0.672633827,Inverter Status Alarm,no
15-11-2018 16:45,1,25.9,58.5603714,41.1,653.1,169.9,24.08300018,0.677072823,Inverter Status Alarm,no
16-11-2018 07:15,1,13.8,50.8631897,21.5,670.2,171.8666667,9.597999573,0.666417718,Inverter Status Alarm,no
16-11-2018 07:30,1,0,104.5530014,0.1,865.8,174.2,10.73799992,0.667401791,Inverter Status Alarm,yes
16-11-2018 07:40,1,1.3,145.8963013,1.6,499.5,172.2333333,11.52200031,0.668732822,Inverter Status Alarm,no
17-11-2018 07:30,1,0,96.12467957,0.2,851.2,170.9666667,10.19200039,0.670899212,Inverter Status Alarm,yes
17-11-2018 07:40,1,9.7,137.0870972,18.8,529,169.2333333,10.38399982,0.669865489,Inverter Status Alarm,no
17-11-2018 07:45,1,0,161.1723022,0.1,884.6,171.4,10.78600025,0.670007229,Inverter Status Alarm,yes
17-11-2018 07:50,1,0,183.7953033,0.3,891.1,170.8666667,11.10900021,0.672676325,Inverter Status Alarm,yes
17-11-2018 07:55,1,0,205.0951996,0.9,520.2,171.6333333,11.56299973,0.673058629,Message Fault 4,yes
18-11-2018 07:30,1,20.3,54.17889023,32,651.9,168.4666667,10.66600037,0.667111516,Inverter Status Alarm,no
19-11-2018 07:30,1,19.9,50.73447037,30.4,657.2,171.0333333,15.23700047,0.99789381,Inverter Status Alarm,no
20-11-2018 16:45,1,21.9,55.78010941,37,626,170.9,25.89699936,0.988421023,Inverter Status Alarm,no
22-11-2018 07:25,1,17.2,50.84774017,24.5,677.1,169.8333333,9.416000366,0.669801772,Inverter Status Alarm,no
22-11-2018 09:50,1,110.4,678.7421875,207.4,535.5,166.5666667,23.27099991,0.685816288,Inverter Status Alarm,no
22-11-2018 17:00,1,0,52.59312057,1.4,792.8,169.9,25.4260006,0.678198516,Inverter Status Alarm,yes
24-11-2018 07:30,1,0,126.9803009,0.3,858,170.5,10.59599972,0.671316922,Inverter Status Alarm,yes
24-11-2018 17:00,1,15.3,79.91683197,25.6,624.8,170,24.87599945,0.997525573,Inverter Status Alarm,no
25-11-2018 07:30,1,17.3,87.74272919,26.8,664.9,171.1,8.055999756,0.665355682,Inverter Status Alarm,no
26-11-2018 16:30,1,23.9,89.34909058,38.7,635.8,170.5666667,27.18799973,0.684110105,Inverter Status Alarm,no
29-11-2018 07:55,1,0,109.469902,0.7,871.6,172.3,10.02099991,0.670998275,Inverter Status Alarm,yes
29-11-2018 08:00,1,0,125.3328018,0.8,863.5,171.2666667,10.28199959,0.671380579,Message Fault 4,yes
29-11-2018 08:05,1,0,147.626297,0.9,666.2,171.9,10.54599953,0.671883285,Inverter Status Alarm,yes
02-12-2018 07:55,1,0,127.1348038,0.3,677.7,171.6333333,8.892999649,0.670099199,Inverter Status Alarm,yes
03-12-2018 07:45,1,0,88.23184967,0.4,848.1,173.9666667,8.105999947,0.66989392,Inverter Status Alarm,yes
05-12-2018 12:15,1,421.1,720.8167114,626.2,684.4,172.7333333,21.76600075,0.850711882,Message Fault 5,no
07-12-2018 11:10,1,399.2,729.3272705,593.5,692.1,169.7333333,19.76000023,0.681596816,Inverter Status Alarm,no
07-12-2018 16:45,1,26.7,74.90722656,39.5,709.5,172.8333333,21.48600006,0.678495824,Inverter Status Alarm,no
08-12-2018 07:45,1,0,59.89385986,1.2,860.7,171.5,5.260000229,0.666849613,Inverter Status Alarm,yes
08-12-2018 08:00,1,0,110.8445969,1.3,887,171.1,6.532000065,0.667826593,Inverter Status Alarm,yes
09-12-2018 07:45,1,0,55.84189987,2.1,856.5,171.0333333,6.642000198,0.667614222,Inverter Status Alarm,yes
09-12-2018 07:55,1,0,86.98587799,0.9,457.8,173.9333333,7.097000122,0.668159425,Inverter Status Alarm,yes
09-12-2018 08:00,1,0,103.1010971,0.8,315.1,172.7,7.400000095,0.668435514,Message Fault 4,yes
09-12-2018 08:05,1,35.3,121.4815979,66,555.6,171.4333333,7.703000069,0.669022977,Inverter Status Alarm,no
10-12-2018 08:00,1,0,72.05489349,0.7,839.1,172.2666667,9.326000214,0.670219481,Inverter Status Alarm,yes
11-12-2018 11:45,1,420.4,691.1193848,602.7,715.8,165.6,20.97400093,2.294141054,Message Fault 5,no
13-12-2018 07:55,1,0,81.21427917,2,430.7,172.4666667,6.400000095,0.667069077,Inverter Status Alarm,yes
13-12-2018 08:00,1,0,92.74717712,1.2,811.1,171.2,6.572000027,0.667444289,Inverter Status Alarm,yes
14-12-2018 07:45,1,0,78.938591,1,860.7,175,7.035999775,0.667571723,Inverter Status Alarm,yes
14-12-2018 07:50,1,0,97.87521362,0.8,868.3,173.4,7.138000011,0.667954028,Message Fault 5,yes
14-12-2018 08:40,1,74.6,342.3984985,125.1,613.2,173.1333333,9.135000229,0.667904496,Message Fault 5,no
14-12-2018 17:00,1,18.4,57.20112991,26.3,725.5,166.1,17.62000084,0.677476287,Inverter Status Alarm,no
15-12-2018 07:55,1,0.1,139.2444,1.2,837.1,173.1666667,7.541999817,0.669143379,Inverter Status Alarm,yes
15-12-2018 08:00,1,0,165.1676025,0.6,733.8,172.5333333,7.671999931,0.669681489,Inverter Status Alarm,yes
15-12-2018 12:35,1,561.4,959.6713257,859,663.8,174.7333333,20.13199997,2.937369108,Message Fault 5,no
15-12-2018 12:50,1,575.3,974.59198,884.4,670.9,174.9333333,20.26199913,3.640866995,Message Fault 5,no
15-12-2018 13:00,1,537.5,945.6773071,830.9,674.4,176.4,20.27099991,1.626240015,Message Fault 5,no
15-12-2018 13:25,1,530.9,894.1912231,822.2,662.8,172.7,20.40200043,2.282629013,Message Fault 5,no
15-12-2018 17:00,1,0,90.84735107,1.2,823.9,175.1333333,18.66399956,0.678686976,Inverter Status Alarm,yes
16-12-2018 07:35,1,11.5,51.97013855,19.1,659.1,172.8666667,5.461999893,0.668116927,Message Fault 5,no
16-12-2018 08:00,1,0,164.6837006,1,364.5,174,6.209000111,0.669072628,Invertrer DC Status,yes
16-12-2018 08:05,1,21.3,202.3715057,36.6,606.9,173.1666667,6.289999962,0.669398308,Inverter Status Alarm,no
16-12-2018 08:30,1,55.9,332.9455872,81.3,694.8,172.5333333,7.711999893,0.672230184,Message Fault 5,no
16-12-2018 12:35,1,554.4,963.3370972,874.5,662.3,166.8666667,20.02000046,0.854393423,Message Fault 5,no
17-12-2018 07:45,1,17.8,62.58658981,27.8,677.2,172.4666667,2.915999889,0.668116927,Inverter Status Alarm,no
17-12-2018 17:00,1,21.5,85.35891724,31.1,745.9,171.5333333,18.68400002,0.884340882,Inverter Status Alarm,no
18-12-2018 08:00,1,0,140.1504974,1.6,505.1,174.1,3.885999918,0.668463826,Inverter Status Alarm,yes
18-12-2018 08:05,1,26.1,165.4920044,45.2,604.8,172.4,3.885999918,0.668662012,Inverter Status Alarm,no
19-12-2018 07:45,1,14.9,80.05069733,27.8,650.7,171.4666667,4.955999851,0.668017685,Inverter Status Alarm,no
19-12-2018 07:55,1,0,125.816803,1.1,500.4,173.2666667,5.147999763,0.668272614,Inverter Status Alarm,yes
19-12-2018 08:00,1,0,151.4002075,1.7,549.4,171.1666667,5.340000153,0.668555796,Inverter Status Alarm,yes
19-12-2018 08:05,1,8.7,181.782196,14.8,652.4,171.4333333,5.673999786,0.668584108,Inverter Status Alarm,no
19-12-2018 09:00,1,205.7,453.7475891,358.5,589.3,170.9333333,8.93200016,0.674007177,Message Fault 5,no
19-12-2018 09:35,1,364.7,599.7984009,521.1,714.5,170.2666667,12.47999954,0.677242696,Message Fault 5,no
19-12-2018 10:25,1,462.7,776.6071167,690.5,691.6,169.0666667,15.23700047,0.675203681,Message Fault 5,no
19-12-2018 11:40,1,526,909.9202271,822.9,664.6,169.4666667,18.22200012,0.956002593,Message Fault 5,no
20-12-2018 07:55,1,0,61.37665939,0.1,326.4,172.9333333,1.763000011,0.668166399,Invertrer DC Status,yes
20-12-2018 08:20,1,0,184.001297,0.2,694.4,171.7333333,3.552000046,0.669277906,Message Fault 4,yes
20-12-2018 10:25,1,441,728.9257813,632.2,705.9,168.5666667,15.77999973,0.679154277,Message Fault 5,no
20-12-2018 10:40,1,456.6,764.4871826,677.1,693,167.0666667,16.59399986,0.680131316,Message Fault 5,no
20-12-2018 10:45,1,459,777.1013794,685.7,685.5,167.2666667,16.87599945,0.679897726,Message Fault 5,no
20-12-2018 13:50,1,465.1,824.2163086,715.7,667.6,171.6,20.24099922,0.679352522,Message Fault 5,no
20-12-2018 17:00,1,21.9,61.08319092,32.2,723.1,172.5333333,18.36400032,0.673448026,Inverter Status Alarm,no
21-12-2018 08:00,1,0,62.46302032,0.7,731.9,173.3333333,1.965999961,0.663260102,Inverter Status Alarm,yes
21-12-2018 08:05,1,2.6,72.53370667,5.7,657.9,171.0666667,2.128000021,0.663437128,Inverter Status Alarm,no
21-12-2018 11:30,1,480.3,861.7703247,731.6,673.9,170.2333333,17.18799973,0.680244625,Message Fault 5,no
23-12-2018 16:45,1,30.4,69.97485352,43.9,706.3,169.5666667,17.1779995,0.676230311,Inverter Status Alarm,no
25-12-2018 09:05,1,53.4,90.19862366,75.9,732.3,170.4333333,5.804999828,1.153154016,Message Fault 5,no
25-12-2018 09:45,1,70.7,133.4367065,99.8,739.2,170.6,6.512000084,0.667012393,Message Fault 5,no
25-12-2018 10:10,1,88.5,149.3047028,120.8,751.1,172.1,6.875,0.666056573,Message Fault 5,no
25-12-2018 17:00,1,24.2,85.46189117,34.3,723.2,170.9,16.19199944,0.67634362,Inverter Status Alarm,no
26-12-2018 17:00,1,21.5,56.34645844,31.6,710.3,168.5666667,17.04599953,0.676662207,Inverter Status Alarm,no
27-12-2018 08:00,1,25.7,65.6397171,37.8,726.7,169.9,5.329999924,0.667083204,Inverter Status Alarm,no
27-12-2018 08:05,1,13.8,80.10733032,22.4,648.2,169.5,5.340000153,0.66758579,Inverter Status Alarm,no
27-12-2018 10:15,1,296.4,520.901123,428.4,698.6,169.7,13.88799953,0.673037291,Inverter Status Alarm,no
27-12-2018 16:25,1,51,132.3143005,68.8,745.6,170.8666667,17.37800026,1.026517034,Message Fault 5,no
28-12-2018 10:05,1,0,632.3892212,0.2,893.7,170.9,10.46399975,0.671387672,Message Fault 4,yes
29-12-2018 07:50,1,0,62.59173965,1,877.1,169.2333333,0.640999973,0.660930872,Inverter Status Alarm,yes
29-12-2018 07:55,1,0,66.90627289,1.1,866.4,169.7666667,0.823000014,0.661015809,Inverter Status Alarm,yes
30-12-2018 08:05,1,27,83.85552216,51,554.5,169.5,1.906000018,0.662099004,Inverter Status Alarm,no
31-12-2018 07:55,1,3,68.26036072,7.2,557.9,168.7666667,2.540999889,0.666084886,Inverter Status Alarm,no
31-12-2018 08:05,1,27.4,104.4654007,51.7,560.8,169.5,2.813999891,0.666545212,Inverter Status Alarm,no
02-01-2019 16:10,1,83.4,189.129303,112.2,758.1,170.3666667,19.05599976,0.678524077,Message Fault 5,no
04-01-2019 08:25,1,26,64.59455109,47.8,552.7,168.1333333,5.926000118,0.689603984,Inverter Status Alarm,no
04-01-2019 10:40,1,50.5,171.4488983,78.8,641.1,169.8,9.659000397,0.693582892,Inverter Status Alarm,no
04-01-2019 16:10,1,43,66.44290161,64.4,671.9,170.7333333,15.84000015,0.702524722,Message Fault 5,no
07-01-2019 08:25,1,3.9,67.74549866,8.2,678.7,168.2333333,6.027999878,0.692726314,Inverter Status Alarm,no
07-01-2019 08:30,1,42.6,81.30181122,66.7,644.4,168.4666667,5.986000061,0.692577481,Inverter Status Alarm,no
09-01-2019 08:10,1,0,167.9066925,0.8,867.1,171.2,7.622000217,1.025845051,Inverter Status Alarm,yes
09-01-2019 08:15,1,8.9,194.4324036,14.7,683.2,169.5,7.842999935,1.064677,Message Fault 4,no
09-01-2019 08:20,1,0,220.8498993,1.2,732,170.4666667,7.934000015,0.689391613,Inverter Status Alarm,yes
10-01-2019 08:10,1,0,57.78807831,0.9,868,171.1,5.521999836,0.690927982,Inverter Status Alarm,yes
10-01-2019 08:15,1,4.7,71.39586639,9.6,522.2,168.9,5.703999996,0.691211224,Inverter Status Alarm,no
10-01-2019 08:20,1,3.1,77.91401672,6.7,641.2,169.4666667,5.986000061,0.691182911,Inverter Status Alarm,no
10-01-2019 13:45,1,396.3,758.144104,605.2,674.7,166.7,19.68899918,0.700974226,Message Fault 5,no
11-01-2019 08:15,1,31,63.20956039,43,747.9,170.4666667,9.06400013,0.68922168,Inverter Status Alarm,no
11-01-2019 08:20,1,0,88.01560211,0.4,814.5,171.3,8.984000206,0.902472317,Inverter Status Alarm,yes
11-01-2019 08:25,1,41.9,109.7427979,63.2,684.6,171.2,8.993000031,0.687515497,Inverter Status Alarm,no
